session_id,timestamp,focus_score,symmetry_score,au1_inner_brow_raise,au2_outer_brow_raise,au4_frown,au6_cheek_raise,au7_eye_squeeze,au9_nose_wrinkle,au10_upper_lip_raise,au12_smile,au14_dimpler,au15_mouth_down,au20_lip_stretcher,au23_lip_compression,au25_mouth_open,au26_jaw_drop,head_yaw,head_pitch,blink_rate_per_min,eye_closed_sec,psychological_signals,micro_expressions,emotion_vector,dominant_emotion,confidence,tension_level
20260120_171446,1768900487.7064035,0.3,0.982,0.241,0.291,0.104,0.464,0.664,0.492,0.0,0.0,0.452,0.0,0.0,0.0,0.0,0.0,0.275,-0.997,0.0,0.0,"{'tension_score': 0.331, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.104, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0, 'emotional_influence': 0.3}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_171446,1768900487.7809598,0.3,0.982,0.219,0.259,0.068,0.493,0.666,0.495,0.005,0.04,0.438,0.0,0.04,0.0,0.034,0.254,0.266,-0.998,0.0,0.0,"{'tension_score': 0.023, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.068, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.02, 'emotional_influence': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'neutral': 1.0}",neutral,1.0,low
20260120_171446,1768900487.7980845,0.3,0.984,0.221,0.258,0.08,0.487,0.635,0.494,0.0,0.035,0.409,0.0,0.035,0.0,0.117,0.41,0.271,-0.999,0.0,0.0,"{'tension_score': 0.027, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.08, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.018, 'emotional_influence': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 1.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",surprise,1.0,low
20260120_171446,1768900487.817543,0.3,0.987,0.213,0.248,0.098,0.498,0.659,0.496,0.0,0.048,0.636,0.0,0.048,0.0,0.055,0.728,0.276,-0.999,0.0,0.0,"{'tension_score': 0.182, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.098, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.018, 'emotional_influence': 0.15}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.5, 'surprise': 0.5, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",fear,0.5,low
20260120_171446,1768900487.8391757,0.3,0.983,0.207,0.241,0.092,0.513,0.627,0.498,0.019,0.028,0.901,0.0,0.028,0.006,0.0,0.505,0.284,-0.999,0.0,0.0,"{'tension_score': 0.182, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.092, 'lip_compression': 0.006, 'eye_closure': 0.0, 'expression_instability': 0.017, 'emotional_influence': 0.15}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.5, 'surprise': 0.5, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",fear,0.5,low
20260120_171446,1768900487.8668509,0.3,0.989,0.187,0.209,0.062,0.54,0.655,0.499,0.044,0.03,1.0,0.0,0.03,0.282,0.0,0.227,0.286,-0.999,0.0,0.0,"{'tension_score': 0.391, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.062, 'lip_compression': 0.282, 'eye_closure': 0.0, 'expression_instability': 0.015, 'emotional_influence': 0.3}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_171446,1768900487.8876257,0.3,0.99,0.199,0.224,0.045,0.519,0.633,0.497,0.048,0.009,1.0,0.0,0.009,0.449,0.0,0.0,0.282,-1.0,0.0,0.0,"{'tension_score': 0.428, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.045, 'lip_compression': 0.449, 'eye_closure': 0.0, 'expression_instability': 0.016, 'emotional_influence': 0.3}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_171446,1768900487.9093575,0.3,0.989,0.217,0.244,0.066,0.481,0.635,0.496,0.026,0.0,1.0,0.0,0.0,0.643,0.0,0.0,0.279,-0.999,0.0,0.0,"{'tension_score': 0.483, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.066, 'lip_compression': 0.643, 'eye_closure': 0.0, 'expression_instability': 0.017, 'emotional_influence': 0.3}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_171446,1768900487.9330268,0.3,0.987,0.223,0.255,0.053,0.476,0.607,0.496,0.022,0.0,0.912,0.0,0.0,0.837,0.0,0.0,0.281,-0.999,0.0,0.0,"{'tension_score': 0.528, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.053, 'lip_compression': 0.837, 'eye_closure': 0.0, 'expression_instability': 0.018, 'emotional_influence': 0.3}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_171446,1768900487.955774,0.3,0.989,0.245,0.281,0.075,0.442,0.607,0.494,0.0,0.0,0.88,0.0,0.0,0.941,0.0,0.0,0.281,-0.999,0.0,0.0,"{'tension_score': 0.56, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.075, 'lip_compression': 0.941, 'eye_closure': 0.0, 'expression_instability': 0.018, 'emotional_influence': 0.3}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
