session_id,timestamp,focus_score,symmetry_score,au1_inner_brow_raise,au2_outer_brow_raise,au4_frown,au6_cheek_raise,au7_eye_squeeze,au9_nose_wrinkle,au10_upper_lip_raise,au12_smile,au14_dimpler,au15_mouth_down,au20_lip_stretcher,au23_lip_compression,au25_mouth_open,au26_jaw_drop,head_yaw,head_pitch,blink_rate_per_min,eye_closed_sec,psychological_signals,micro_expressions,emotion_vector,dominant_emotion,confidence,tension_level
20260120_171310,1768900391.1402938,0.3,0.994,0.241,0.274,0.028,0.459,0.475,0.498,0.0,0.0,0.809,0.0,0.0,0.005,0.0,0.0,0.274,-1.0,0.0,0.0,"{'tension_score': 0.01, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.028, 'lip_compression': 0.005, 'eye_closure': 0.0, 'expression_instability': 0, 'emotional_influence': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'neutral': 1.0}",neutral,1.0,low
20260120_171310,1768900391.2247295,0.3,0.996,0.233,0.264,0.0,0.442,0.464,0.497,0.0,0.0,0.909,0.0,0.0,0.093,0.0,0.035,0.264,-1.0,0.0,0.0,"{'tension_score': 0.023, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.093, 'eye_closure': 0.0, 'expression_instability': 0.0, 'emotional_influence': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'neutral': 1.0}",neutral,1.0,low
20260120_171310,1768900391.2425957,0.3,0.995,0.234,0.263,0.0,0.426,0.479,0.498,0.0,0.0,0.889,0.0,0.0,0.0,0.0,0.0,0.27,-1.0,0.0,0.0,"{'tension_score': 0.0, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.0, 'emotional_influence': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'neutral': 1.0}",neutral,1.0,low
20260120_171310,1768900391.2804334,0.3,0.992,0.228,0.251,0.0,0.439,0.484,0.497,0.002,0.0,0.832,0.0,0.0,0.0,0.0,0.0,0.271,-1.0,0.0,0.0,"{'tension_score': 0.0, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.0, 'emotional_influence': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'neutral': 1.0}",neutral,1.0,low
20260120_171310,1768900391.3065908,0.3,0.994,0.224,0.251,0.0,0.433,0.48,0.497,0.003,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.272,-1.0,0.0,0.0,"{'tension_score': 0.0, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.0, 'emotional_influence': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'neutral': 1.0}",neutral,1.0,low
20260120_171310,1768900391.334325,0.3,0.995,0.226,0.25,0.0,0.44,0.482,0.497,0.006,0.0,0.847,0.0,0.0,0.0,0.005,0.008,0.271,-1.0,0.0,0.0,"{'tension_score': 0.0, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.0, 'emotional_influence': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'neutral': 1.0}",neutral,1.0,low
20260120_171310,1768900391.3831434,0.3,0.996,0.226,0.254,0.0,0.441,0.473,0.498,0.007,0.005,0.858,0.0,0.005,0.392,0.0,0.018,0.273,-1.0,0.0,0.0,"{'tension_score': 0.398, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.392, 'eye_closure': 0.0, 'expression_instability': 0.002, 'emotional_influence': 0.3}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_171310,1768900391.4135222,0.3,0.995,0.224,0.252,0.0,0.446,0.493,0.498,0.009,0.001,0.854,0.0,0.001,0.348,0.0,0.045,0.273,-1.0,0.0,0.0,"{'tension_score': 0.387, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.348, 'eye_closure': 0.0, 'expression_instability': 0.002, 'emotional_influence': 0.3}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_171310,1768900391.449339,0.3,0.993,0.219,0.245,0.0,0.455,0.48,0.498,0.005,0.01,0.861,0.0,0.01,0.106,0.007,0.021,0.271,-1.0,0.0,0.0,"{'tension_score': 0.027, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.106, 'eye_closure': 0.0, 'expression_instability': 0.003, 'emotional_influence': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'neutral': 1.0}",neutral,1.0,low
20260120_171310,1768900391.4733899,0.3,0.991,0.22,0.246,0.0,0.456,0.488,0.497,0.0,0.025,0.85,0.0,0.025,0.189,0.02,0.0,0.27,-1.0,0.0,0.0,"{'tension_score': 0.048, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.189, 'eye_closure': 0.0, 'expression_instability': 0.008, 'emotional_influence': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'neutral': 1.0}",neutral,1.0,low
