session_id,timestamp,focus_score,symmetry_score,au1_inner_brow_raise,au2_outer_brow_raise,au4_frown,au6_cheek_raise,au7_eye_squeeze,au9_nose_wrinkle,au10_upper_lip_raise,au12_smile,au14_dimpler,au15_mouth_down,au20_lip_stretcher,au23_lip_compression,au25_mouth_open,au26_jaw_drop,head_yaw,head_pitch,blink_rate_per_min,eye_closed_sec,psychological_signals,micro_expressions,emotion_vector,dominant_emotion,confidence,tension_level
20260120_164111,1768898473.8620725,0.3,0.991,0.251,0.234,0.0,0.445,0.574,0.491,1.0,0.0,0.846,0.0,0.0,0.912,1.0,1.0,0.261,-0.999,0.0,0.0,"{'tension_score': 0.332, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.912, 'eye_closure': 0.0, 'expression_instability': 0, 'emotional_influence': 0.104}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.187, 'surprise': 0.187, 'disgust': 0.281, 'contempt': 0.0, 'anxiety': 0.346, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,0.346,medium
20260120_164111,1768898473.8943703,0.3,0.989,0.233,0.262,0.0,0.425,0.528,0.496,1.0,0.0,0.845,0.0,0.0,0.944,1.0,1.0,0.257,-1.0,0.0,0.0,"{'tension_score': 0.343, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.944, 'eye_closure': 0.0, 'expression_instability': 0.0, 'emotional_influence': 0.107}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.184, 'surprise': 0.184, 'disgust': 0.276, 'contempt': 0.0, 'anxiety': 0.356, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,0.356,medium
20260120_164111,1768898473.928092,0.3,0.978,0.221,0.234,0.0,0.411,0.501,0.498,1.0,0.0,1.0,0.0,0.0,0.979,1.0,1.0,0.253,-0.999,0.0,0.0,"{'tension_score': 0.355, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.979, 'eye_closure': 0.0, 'expression_instability': 0.0, 'emotional_influence': 0.11}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.178, 'surprise': 0.178, 'disgust': 0.275, 'contempt': 0.0, 'anxiety': 0.368, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,0.368,medium
20260120_164111,1768898473.966556,0.3,0.977,0.209,0.224,0.0,0.411,0.498,0.499,1.0,0.0,1.0,0.0,0.0,0.955,1.0,1.0,0.257,-0.999,0.0,0.0,"{'tension_score': 0.348, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.955, 'eye_closure': 0.0, 'expression_instability': 0.0, 'emotional_influence': 0.11}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.178, 'surprise': 0.178, 'disgust': 0.279, 'contempt': 0.0, 'anxiety': 0.365, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,0.365,medium
20260120_164111,1768898473.9946911,0.3,0.983,0.199,0.22,0.0,0.441,0.568,0.498,1.0,0.0,1.0,0.0,0.0,0.949,1.0,1.0,0.268,-1.0,0.0,0.0,"{'tension_score': 0.347, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.949, 'eye_closure': 0.0, 'expression_instability': 0.0, 'emotional_influence': 0.11}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.177, 'surprise': 0.177, 'disgust': 0.281, 'contempt': 0.0, 'anxiety': 0.365, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,0.365,medium
20260120_164111,1768898474.021096,0.3,0.986,0.19,0.208,0.0,0.462,0.588,0.499,1.0,0.0,0.929,0.0,0.0,0.996,1.0,1.0,0.28,-1.0,0.0,0.0,"{'tension_score': 0.361, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.996, 'eye_closure': 0.0, 'expression_instability': 0.0, 'emotional_influence': 0.112}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.174, 'surprise': 0.174, 'disgust': 0.279, 'contempt': 0.0, 'anxiety': 0.373, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,0.373,medium
20260120_164111,1768898474.0545723,0.3,0.991,0.189,0.199,0.0,0.477,0.606,0.499,1.0,0.0,0.961,0.0,0.0,0.986,1.0,1.0,0.284,-1.0,0.0,0.0,"{'tension_score': 0.382, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.986, 'eye_closure': 0.0, 'expression_instability': 0.0, 'emotional_influence': 0.136}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.209, 'disgust': 0.339, 'contempt': 0.0, 'anxiety': 0.452, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,0.452,medium
20260120_164111,1768898474.0874283,0.3,0.99,0.194,0.204,0.0,0.479,0.596,0.499,1.0,0.0,1.0,0.0,0.0,0.992,1.0,1.0,0.283,-1.0,0.0,0.0,"{'tension_score': 0.36, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.992, 'eye_closure': 0.0, 'expression_instability': 0.0, 'emotional_influence': 0.112}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.174, 'surprise': 0.174, 'disgust': 0.28, 'contempt': 0.0, 'anxiety': 0.373, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,0.373,medium
20260120_164111,1768898474.11923,0.3,0.99,0.193,0.204,0.0,0.47,0.606,0.5,1.0,0.0,0.988,0.0,0.0,0.972,1.0,1.0,0.281,-1.0,0.0,0.0,"{'tension_score': 0.355, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.972, 'eye_closure': 0.0, 'expression_instability': 0.0, 'emotional_influence': 0.112}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.174, 'surprise': 0.174, 'disgust': 0.28, 'contempt': 0.0, 'anxiety': 0.373, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,0.373,medium
20260120_164111,1768898474.1502113,0.3,0.988,0.19,0.207,0.0,0.469,0.595,0.499,1.0,0.0,1.0,0.0,0.0,0.988,1.0,1.0,0.273,-0.999,0.0,0.0,"{'tension_score': 0.359, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.988, 'eye_closure': 0.0, 'expression_instability': 0.0, 'emotional_influence': 0.112}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.174, 'surprise': 0.174, 'disgust': 0.28, 'contempt': 0.0, 'anxiety': 0.373, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,0.373,medium
