session_id,timestamp,focus_score,symmetry_score,au1_inner_brow_raise,au2_outer_brow_raise,au4_frown,au6_cheek_raise,au7_eye_squeeze,au9_nose_wrinkle,au10_upper_lip_raise,au12_smile,au14_dimpler,au15_mouth_down,au20_lip_stretcher,au23_lip_compression,au25_mouth_open,au26_jaw_drop,head_yaw,head_pitch,blink_rate_per_min,eye_closed_sec,psychological_signals,micro_expressions,emotion_vector,dominant_emotion,confidence,tension_level
20260120_172251,1768900972.6315904,0.3,0.989,0.238,0.279,0.089,0.472,0.555,0.498,0.0,0.0,0.582,0.0,0.0,0.005,0.0,0.0,0.304,-0.999,0.0,0.0,"{'tension_score': 0.028, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.089, 'lip_compression': 0.005, 'eye_closure': 0.0, 'expression_instability': 0, 'emotional_influence': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'neutral': 1.0}",neutral,1.0,low
20260120_172251,1768900972.72469,0.3,0.99,0.224,0.259,0.052,0.458,0.58,0.497,0.001,0.0,0.638,0.0,0.0,0.0,0.0,0.0,0.297,-1.0,0.0,0.0,"{'tension_score': 0.016, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.052, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.0, 'emotional_influence': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'neutral': 1.0}",neutral,1.0,low
20260120_172251,1768900972.7497783,0.3,0.99,0.233,0.262,0.063,0.468,0.573,0.498,0.0,0.0,0.678,0.004,0.0,0.0,0.014,0.077,0.3,-1.0,0.0,0.0,"{'tension_score': 0.019, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.063, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.0, 'emotional_influence': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'neutral': 1.0}",neutral,1.0,low
20260120_172251,1768900972.7875397,0.3,0.99,0.232,0.269,0.056,0.459,0.581,0.498,0.0,0.004,0.634,0.011,0.004,0.39,0.0,0.0,0.296,-0.999,0.0,0.0,"{'tension_score': 0.415, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.056, 'lip_compression': 0.39, 'eye_closure': 0.0, 'expression_instability': 0.002, 'emotional_influence': 0.3}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_172251,1768900972.8143234,0.3,0.99,0.23,0.264,0.063,0.465,0.542,0.498,0.0,0.002,0.657,0.008,0.002,0.403,0.0,0.005,0.298,-1.0,0.0,0.0,"{'tension_score': 0.42, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.063, 'lip_compression': 0.403, 'eye_closure': 0.0, 'expression_instability': 0.002, 'emotional_influence': 0.3}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_172251,1768900972.848297,0.3,0.989,0.228,0.26,0.058,0.464,0.555,0.498,0.0,0.0,0.653,0.006,0.0,0.207,0.009,0.0,0.299,-1.0,0.0,0.0,"{'tension_score': 0.369, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.058, 'lip_compression': 0.207, 'eye_closure': 0.0, 'expression_instability': 0.002, 'emotional_influence': 0.3}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_172251,1768900972.8729286,0.3,0.99,0.23,0.264,0.065,0.464,0.549,0.498,0.0,0.003,0.646,0.007,0.003,0.074,0.006,0.002,0.3,-1.0,0.0,0.0,"{'tension_score': 0.038, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.065, 'lip_compression': 0.074, 'eye_closure': 0.0, 'expression_instability': 0.002, 'emotional_influence': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'neutral': 1.0}",neutral,1.0,low
20260120_172251,1768900972.8955903,0.3,0.99,0.231,0.262,0.069,0.467,0.536,0.497,0.0,0.005,0.649,0.006,0.005,0.202,0.0,0.027,0.301,-1.0,0.0,0.0,"{'tension_score': 0.371, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.069, 'lip_compression': 0.202, 'eye_closure': 0.0, 'expression_instability': 0.002, 'emotional_influence': 0.3}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_172251,1768900972.9220657,0.3,0.99,0.231,0.264,0.078,0.463,0.558,0.497,0.0,0.012,0.643,0.008,0.012,0.373,0.019,0.02,0.298,-0.999,0.0,0.0,"{'tension_score': 0.417, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.078, 'lip_compression': 0.373, 'eye_closure': 0.0, 'expression_instability': 0.004, 'emotional_influence': 0.3}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_172251,1768900972.9601073,0.3,0.99,0.227,0.262,0.075,0.464,0.56,0.497,0.0,0.009,0.65,0.012,0.009,0.32,0.053,0.0,0.297,-0.999,0.0,0.0,"{'tension_score': 0.403, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.075, 'lip_compression': 0.32, 'eye_closure': 0.0, 'expression_instability': 0.004, 'emotional_influence': 0.3}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
