session_id,timestamp,focus_score,symmetry_score,au1_inner_brow_raise,au2_outer_brow_raise,au4_frown,au6_cheek_raise,au7_eye_squeeze,au9_nose_wrinkle,au10_upper_lip_raise,au12_smile,au14_dimpler,au15_mouth_down,au20_lip_stretcher,au23_lip_compression,au25_mouth_open,au26_jaw_drop,head_yaw,head_pitch,blink_rate_per_min,eye_closed_sec,psychological_signals,micro_expressions,emotion_vector,dominant_emotion,confidence,tension_level
20260120_173749,1768901872.5200124,0.3,0.957,0.249,0.352,0.146,0.491,0.651,0.5,0.0,0.0,0.472,0.0,0.0,0.001,0.0,0.0,0.219,-0.995,0.0,0.0,"{'tension_score': 0.344, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.146, 'lip_compression': 0.001, 'eye_closure': 0.0, 'expression_instability': 0, 'emotional_influence': 0.3}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",anxiety,1.0,medium
20260120_173749,1768901872.5442154,0.3,0.975,0.257,0.344,0.08,0.456,0.643,0.498,0.0,0.01,0.645,0.0,0.01,0.31,0.047,0.0,0.261,-0.994,0.0,0.0,"{'tension_score': 0.402, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.08, 'lip_compression': 0.31, 'eye_closure': 0.0, 'expression_instability': 0.005, 'emotional_influence': 0.3}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",anxiety,1.0,medium
20260120_173749,1768901872.5703108,0.3,0.977,0.234,0.312,0.057,0.469,0.601,0.498,0.004,0.0,0.67,0.0,0.0,0.0,0.026,0.0,0.264,-0.997,0.0,0.0,"{'tension_score': 0.018, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.057, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.005, 'emotional_influence': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0, 'neutral': 1.0}",neutral,1.0,low
20260120_173749,1768901872.611523,0.3,0.976,0.244,0.328,0.075,0.462,0.593,0.498,0.0,0.007,0.649,0.0,0.007,0.116,0.0,0.0,0.258,-0.996,0.0,0.0,"{'tension_score': 0.052, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.075, 'lip_compression': 0.116, 'eye_closure': 0.0, 'expression_instability': 0.004, 'emotional_influence': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0, 'neutral': 1.0}",neutral,1.0,low
20260120_173749,1768901872.637922,0.3,0.976,0.244,0.324,0.074,0.46,0.591,0.498,0.0,0.01,0.657,0.0,0.01,0.0,0.0,0.0,0.261,-0.996,0.0,0.0,"{'tension_score': 0.023, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.074, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.005, 'emotional_influence': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0, 'neutral': 1.0}",neutral,1.0,low
20260120_173749,1768901872.6667745,0.3,0.976,0.242,0.325,0.068,0.465,0.584,0.498,0.001,0.005,0.64,0.0,0.005,0.0,0.021,0.0,0.261,-0.996,0.0,0.0,"{'tension_score': 0.021, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.068, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.004, 'emotional_influence': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0, 'neutral': 1.0}",neutral,1.0,low
20260120_173749,1768901872.6977048,0.3,0.976,0.246,0.331,0.084,0.458,0.6,0.498,0.0,0.013,0.651,0.0,0.013,0.0,0.0,0.0,0.259,-0.996,0.0,0.0,"{'tension_score': 0.026, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.084, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.005, 'emotional_influence': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0, 'neutral': 1.0}",neutral,1.0,low
20260120_173749,1768901872.7251196,0.3,0.977,0.242,0.322,0.077,0.456,0.585,0.498,0.0,0.0,0.664,0.0,0.0,0.014,0.033,0.0,0.263,-0.997,0.0,0.0,"{'tension_score': 0.027, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.077, 'lip_compression': 0.014, 'eye_closure': 0.0, 'expression_instability': 0.005, 'emotional_influence': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0, 'neutral': 1.0}",neutral,1.0,low
20260120_173749,1768901872.76483,0.3,0.976,0.242,0.318,0.078,0.454,0.6,0.498,0.0,0.005,0.645,0.0,0.005,0.09,0.012,0.0,0.258,-0.996,0.0,0.0,"{'tension_score': 0.047, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.078, 'lip_compression': 0.09, 'eye_closure': 0.0, 'expression_instability': 0.005, 'emotional_influence': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0, 'neutral': 1.0}",neutral,1.0,low
20260120_173749,1768901872.8126092,0.3,0.977,0.25,0.327,0.083,0.448,0.591,0.498,0.0,0.009,0.65,0.0,0.009,0.162,0.0,0.0,0.259,-0.996,0.0,0.0,"{'tension_score': 0.066, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.083, 'lip_compression': 0.162, 'eye_closure': 0.0, 'expression_instability': 0.005, 'emotional_influence': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0, 'neutral': 1.0}",neutral,1.0,low
20260120_173749,1768901872.8453717,0.3,0.977,0.247,0.322,0.077,0.454,0.567,0.498,0.0,0.012,0.646,0.0,0.012,0.195,0.0,0.0,0.258,-0.996,0.0,0.0,"{'tension_score': 0.072, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.077, 'lip_compression': 0.195, 'eye_closure': 0.0, 'expression_instability': 0.005, 'emotional_influence': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0, 'neutral': 1.0}",neutral,1.0,low
20260120_173749,1768901872.877749,0.3,0.976,0.267,0.343,0.098,0.456,0.569,0.498,0.003,0.013,0.616,0.0,0.013,0.282,0.0,0.0,0.254,-0.996,0.0,0.0,"{'tension_score': 0.401, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.098, 'lip_compression': 0.282, 'eye_closure': 0.0, 'expression_instability': 0.005, 'emotional_influence': 0.3}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",anxiety,1.0,medium
20260120_173749,1768901872.9088805,0.3,0.975,0.286,0.356,0.087,0.458,0.536,0.498,0.0,0.0,0.697,0.0,0.0,0.0,0.0,0.011,0.254,-0.996,0.0,0.0,"{'tension_score': 0.027, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.087, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.005, 'emotional_influence': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0, 'neutral': 1.0}",neutral,1.0,low
20260120_173749,1768901872.934659,0.3,0.974,0.288,0.364,0.082,0.453,0.541,0.498,0.0,0.0,0.672,0.001,0.0,0.61,0.0,0.0,0.249,-0.996,0.0,0.0,"{'tension_score': 0.478, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.082, 'lip_compression': 0.61, 'eye_closure': 0.0, 'expression_instability': 0.005, 'emotional_influence': 0.3}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",anxiety,1.0,medium
20260120_173749,1768901872.966498,0.3,0.975,0.279,0.356,0.08,0.458,0.532,0.499,0.0,0.0,0.705,0.0,0.0,0.321,0.0,0.079,0.255,-0.996,0.0,0.0,"{'tension_score': 0.405, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.08, 'lip_compression': 0.321, 'eye_closure': 0.0, 'expression_instability': 0.005, 'emotional_influence': 0.3}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",anxiety,1.0,medium
20260120_173749,1768901873.0006523,0.3,0.975,0.271,0.348,0.083,0.457,0.532,0.499,0.0,0.0,0.704,0.0,0.0,0.202,0.002,0.11,0.259,-0.996,0.0,0.0,"{'tension_score': 0.376, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.083, 'lip_compression': 0.202, 'eye_closure': 0.0, 'expression_instability': 0.005, 'emotional_influence': 0.3}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",anxiety,1.0,medium
20260120_173749,1768901873.0303257,0.3,0.975,0.26,0.341,0.09,0.455,0.536,0.498,0.0,0.0,0.688,0.003,0.0,0.221,0.0,0.107,0.258,-0.996,0.0,0.0,"{'tension_score': 0.383, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.09, 'lip_compression': 0.221, 'eye_closure': 0.0, 'expression_instability': 0.005, 'emotional_influence': 0.3}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",anxiety,1.0,medium
20260120_173749,1768901873.0601768,0.3,0.975,0.258,0.335,0.087,0.452,0.542,0.497,0.0,0.0,0.692,0.0,0.0,0.35,0.0,0.104,0.253,-0.997,0.0,0.0,"{'tension_score': 0.414, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.087, 'lip_compression': 0.35, 'eye_closure': 0.0, 'expression_instability': 0.005, 'emotional_influence': 0.3}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",anxiety,1.0,medium
20260120_173749,1768901873.0971255,0.3,0.977,0.255,0.332,0.088,0.448,0.565,0.497,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.256,-0.997,0.0,0.0,"{'tension_score': 0.027, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.088, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.005, 'emotional_influence': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0, 'neutral': 1.0}",neutral,1.0,low
20260120_173749,1768901873.122412,0.3,0.977,0.251,0.332,0.1,0.454,0.564,0.498,0.0,0.0,0.676,0.0,0.0,0.162,0.0,0.025,0.258,-0.996,0.0,0.0,"{'tension_score': 0.371, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.1, 'lip_compression': 0.162, 'eye_closure': 0.0, 'expression_instability': 0.005, 'emotional_influence': 0.3}}","{'au4_frown': {'intensity': 0.1, 'duration_frames': 2, 'onset_frame': 13}}","{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",anxiety,1.0,medium
20260120_173749,1768901873.1578074,0.3,0.977,0.243,0.324,0.087,0.454,0.577,0.498,0.0,0.0,0.663,0.0,0.0,0.0,0.011,0.0,0.26,-0.997,0.0,0.0,"{'tension_score': 0.027, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.087, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.005, 'emotional_influence': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0, 'neutral': 1.0}",neutral,1.0,low
20260120_173749,1768901873.1914446,0.3,0.977,0.25,0.336,0.105,0.451,0.591,0.497,0.0,0.0,0.647,0.0,0.0,0.224,0.0,0.011,0.259,-0.996,0.0,0.0,"{'tension_score': 0.388, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.105, 'lip_compression': 0.224, 'eye_closure': 0.0, 'expression_instability': 0.005, 'emotional_influence': 0.3}}","{'au4_frown': {'intensity': 0.105, 'duration_frames': 3, 'onset_frame': 12}}","{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",anxiety,1.0,medium
20260120_173749,1768901873.2476037,0.3,0.977,0.242,0.324,0.082,0.456,0.586,0.498,0.0,0.0,0.674,0.0,0.0,0.138,0.055,0.0,0.26,-0.996,0.0,0.0,"{'tension_score': 0.06, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.082, 'lip_compression': 0.138, 'eye_closure': 0.0, 'expression_instability': 0.005, 'emotional_influence': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0, 'neutral': 1.0}",neutral,1.0,low
20260120_173749,1768901873.2846372,0.3,0.977,0.247,0.33,0.106,0.455,0.578,0.497,0.0,0.0,0.635,0.0,0.0,0.159,0.0,0.0,0.257,-0.996,0.0,0.0,"{'tension_score': 0.372, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.106, 'lip_compression': 0.159, 'eye_closure': 0.0, 'expression_instability': 0.005, 'emotional_influence': 0.3}}","{'au4_frown': {'intensity': 0.106, 'duration_frames': 3, 'onset_frame': 12}}","{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",anxiety,1.0,medium
20260120_173749,1768901873.3143268,0.3,0.977,0.252,0.335,0.093,0.449,0.585,0.498,0.0,0.0,0.682,0.0,0.0,0.14,0.012,0.0,0.258,-0.996,0.0,0.0,"{'tension_score': 0.064, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.093, 'lip_compression': 0.14, 'eye_closure': 0.0, 'expression_instability': 0.005, 'emotional_influence': 0.0}}","{'au7_eye_squeeze': {'intensity': 0.585, 'duration_frames': 7, 'onset_frame': 8}}","{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0, 'neutral': 1.0}",neutral,1.0,low
20260120_173749,1768901873.3426328,0.3,0.977,0.242,0.317,0.084,0.46,0.569,0.498,0.0,0.0,0.658,0.0,0.0,0.156,0.054,0.0,0.26,-0.996,0.0,0.0,"{'tension_score': 0.065, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.084, 'lip_compression': 0.156, 'eye_closure': 0.0, 'expression_instability': 0.005, 'emotional_influence': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0, 'neutral': 1.0}",neutral,1.0,low
20260120_173749,1768901873.3811293,0.3,0.976,0.248,0.327,0.096,0.457,0.577,0.498,0.0,0.0,0.662,0.0,0.0,0.128,0.0,0.027,0.26,-0.996,0.0,0.0,"{'tension_score': 0.062, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.096, 'lip_compression': 0.128, 'eye_closure': 0.0, 'expression_instability': 0.005, 'emotional_influence': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0, 'neutral': 1.0}",neutral,1.0,low
20260120_173749,1768901873.4107535,0.3,0.978,0.244,0.323,0.078,0.455,0.573,0.498,0.0,0.0,0.672,0.0,0.0,0.113,0.0,0.0,0.264,-0.996,0.0,0.0,"{'tension_score': 0.053, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.078, 'lip_compression': 0.113, 'eye_closure': 0.0, 'expression_instability': 0.005, 'emotional_influence': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0, 'neutral': 1.0}",neutral,1.0,low
20260120_173749,1768901873.4323337,0.3,0.977,0.247,0.325,0.094,0.459,0.579,0.498,0.0,0.0,0.65,0.0,0.0,0.205,0.034,0.0,0.264,-0.996,0.0,0.0,"{'tension_score': 0.38, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.094, 'lip_compression': 0.205, 'eye_closure': 0.0, 'expression_instability': 0.005, 'emotional_influence': 0.3}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",anxiety,1.0,medium
20260120_173749,1768901873.460889,0.3,0.978,0.247,0.325,0.085,0.456,0.578,0.498,0.002,0.0,0.652,0.0,0.0,0.093,0.055,0.0,0.263,-0.996,0.0,0.0,"{'tension_score': 0.049, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.085, 'lip_compression': 0.093, 'eye_closure': 0.0, 'expression_instability': 0.005, 'emotional_influence': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0, 'neutral': 1.0}",neutral,1.0,low
20260120_173749,1768901873.4974897,0.3,0.977,0.248,0.329,0.095,0.451,0.57,0.498,0.0,0.0,0.651,0.0,0.0,0.137,0.027,0.0,0.261,-0.996,0.0,0.0,"{'tension_score': 0.064, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.095, 'lip_compression': 0.137, 'eye_closure': 0.0, 'expression_instability': 0.005, 'emotional_influence': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0, 'neutral': 1.0}",neutral,1.0,low
20260120_173749,1768901873.522689,0.3,0.977,0.244,0.322,0.092,0.454,0.572,0.498,0.0,0.0,0.665,0.0,0.0,0.163,0.0,0.0,0.26,-0.996,0.0,0.0,"{'tension_score': 0.069, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.092, 'lip_compression': 0.163, 'eye_closure': 0.0, 'expression_instability': 0.004, 'emotional_influence': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0, 'neutral': 1.0}",neutral,1.0,low
