timestamp,timestamp_iso,left_hand_score,right_hand_score,shoulder_score,overall_score,emotion_state,feedback,used_features,is_valid
1768747038.272352,2026-01-18T22:37:18.272352,50.0,50.0,70.0,70.0,放松,你看起来很放松，状态很棒！,shoulder,True
1768747038.329054,2026-01-18T22:37:18.329054,50.0,50.0,70.0,70.0,放松,你看起来很放松，状态很棒！,shoulder,True
1768747038.384996,2026-01-18T22:37:18.384996,50.0,50.0,70.0,70.0,放松,你看起来很放松，状态很棒！,shoulder,True
1768747038.430993,2026-01-18T22:37:18.430993,50.0,50.0,70.0,70.0,放松,你看起来很放松，状态很棒！,shoulder,True
1768747038.499912,2026-01-18T22:37:18.499912,50.0,50.0,70.0,70.0,放松,你看起来很放松，状态很棒！,shoulder,True
1768747038.558597,2026-01-18T22:37:18.558597,50.0,50.0,70.0,70.0,放松,你看起来很放松，状态很棒！,shoulder,True
1768747038.604738,2026-01-18T22:37:18.604738,50.0,50.0,70.0,70.0,放松,你看起来很放松，状态很棒！,shoulder,True
1768747038.648765,2026-01-18T22:37:18.648765,50.0,50.0,70.0,70.0,放松,你看起来很放松，状态很棒！,shoulder,True
1768747038.69544,2026-01-18T22:37:18.695440,50.0,50.0,70.0,70.0,放松,你看起来很放松，状态很棒！,shoulder,True
1768747038.743119,2026-01-18T22:37:18.743119,50.0,50.0,38.2282265759121,38.2282265759121,轻微紧张,注意放松手部和肩膀，深呼吸～,shoulder,True
1768747038.791359,2026-01-18T22:37:18.791359,50.0,50.0,38.75399811033853,38.75399811033853,轻微紧张,注意放松手部和肩膀，深呼吸～,shoulder,True
1768747038.837184,2026-01-18T22:37:18.837184,50.0,50.0,39.27105934972271,39.27105934972271,轻微紧张,注意放松手部和肩膀，深呼吸～,shoulder,True
1768747038.884137,2026-01-18T22:37:18.884137,50.0,50.0,38.70966466081486,38.70966466081486,轻微紧张,注意放松手部和肩膀，深呼吸～,shoulder,True
1768747038.922458,2026-01-18T22:37:18.922458,50.0,50.0,39.14281569136593,39.14281569136593,轻微紧张,注意放松手部和肩膀，深呼吸～,shoulder,True
1768747038.960944,2026-01-18T22:37:18.960944,50.0,50.0,37.614556371327346,37.614556371327346,轻微紧张,注意放松手部和肩膀，深呼吸～,shoulder,True
1768747039.00196,2026-01-18T22:37:19.001960,50.0,50.0,34.81055630129829,34.81055630129829,紧张,你可能处于紧张或焦虑状态，建议暂停休息,shoulder,True
1768747039.052414,2026-01-18T22:37:19.052414,50.0,50.0,33.04958680882381,33.04958680882381,紧张,你可能处于紧张或焦虑状态，建议暂停休息,shoulder,True
1768747039.098509,2026-01-18T22:37:19.098509,50.0,50.0,33.413917716561585,33.413917716561585,紧张,你可能处于紧张或焦虑状态，建议暂停休息,shoulder,True
1768747039.143249,2026-01-18T22:37:19.143249,50.0,50.0,32.928774051025954,32.928774051025954,紧张,你可能处于紧张或焦虑状态，建议暂停休息,shoulder,True
1768747039.188678,2026-01-18T22:37:19.188678,50.0,50.0,32.35650962287439,32.35650962287439,紧张,你可能处于紧张或焦虑状态，建议暂停休息,shoulder,True
1768747039.237114,2026-01-18T22:37:19.237114,50.0,50.0,31.243722908340374,31.243722908340374,紧张,你可能处于紧张或焦虑状态，建议暂停休息,shoulder,True
1768747039.28212,2026-01-18T22:37:19.282120,50.0,50.0,30.697620396303336,30.697620396303336,紧张,你可能处于紧张或焦虑状态，建议暂停休息,shoulder,True
1768747039.335701,2026-01-18T22:37:19.335701,50.0,50.0,29.926517672955463,29.926517672955463,紧张,你可能处于紧张或焦虑状态，建议暂停休息,shoulder,True
1768747039.377946,2026-01-18T22:37:19.377946,50.0,50.0,28.994925643903677,28.994925643903677,紧张,你可能处于紧张或焦虑状态，建议暂停休息,shoulder,True
1768747039.423893,2026-01-18T22:37:19.423893,50.0,50.0,27.359156867835857,27.359156867835857,紧张,你可能处于紧张或焦虑状态，建议暂停休息,shoulder,True
1768747039.46143,2026-01-18T22:37:19.461430,50.0,50.0,24.30260894106796,24.30260894106796,紧张,你可能处于紧张或焦虑状态，建议暂停休息,shoulder,True
1768747039.499468,2026-01-18T22:37:19.499468,50.0,50.0,20.98653640632591,20.98653640632591,紧张,你可能处于紧张或焦虑状态，建议暂停休息,shoulder,True
1768747039.548846,2026-01-18T22:37:19.548846,50.0,50.0,17.441615923082765,17.441615923082765,高度焦虑,你可能处于紧张或焦虑状态，建议暂停休息,shoulder,True
1768747039.595021,2026-01-18T22:37:19.595021,50.0,50.0,14.323348803111877,14.323348803111877,高度焦虑,你可能处于紧张或焦虑状态，建议暂停休息,shoulder,True
1768747039.642567,2026-01-18T22:37:19.642567,50.0,50.0,10.47733594025415,10.47733594025415,高度焦虑,你可能处于紧张或焦虑状态，建议暂停休息,shoulder,True
1768747039.690985,2026-01-18T22:37:19.690985,50.0,50.0,0.0,0.0,高度焦虑,你可能处于紧张或焦虑状态，建议暂停休息,shoulder,True
1768747039.735225,2026-01-18T22:37:19.735225,50.0,50.0,0.0,0.0,高度焦虑,你可能处于紧张或焦虑状态，建议暂停休息,shoulder,True
1768747039.784999,2026-01-18T22:37:19.784999,50.0,50.0,0.0,0.0,高度焦虑,你可能处于紧张或焦虑状态，建议暂停休息,shoulder,True
1768747039.829063,2026-01-18T22:37:19.829063,50.0,50.0,0.0,0.0,高度焦虑,你可能处于紧张或焦虑状态，建议暂停休息,shoulder,True
