session_id,timestamp,focus_score,symmetry_score,au1_inner_brow_raise,au2_outer_brow_raise,au4_frown,au6_cheek_raise,au7_eye_squeeze,au9_nose_wrinkle,au10_upper_lip_raise,au12_smile,au14_dimpler,au15_mouth_down,au20_lip_stretcher,au23_lip_compression,au25_mouth_open,au26_jaw_drop,head_yaw,head_pitch,blink_rate_per_min,eye_closed_sec,psychological_signals,micro_expressions,emotion_vector,dominant_emotion,confidence,tension_level
20260120_165645,1768899406.45507,0.3,0.991,0.227,0.278,0.103,0.435,0.693,0.492,0.0,0.0,0.771,0.0,0.0,0.0,1.0,2.734,0.275,-0.999,0.0,0.0,"{'tension_score': 0.177, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.103, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0, 'emotional_influence': 0.146}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.487, 'surprise': 0.487, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.025, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",fear,0.487,low
20260120_165645,1768899406.5120878,0.3,0.992,0.226,0.272,0.068,0.447,0.708,0.493,0.0,0.0,0.763,0.0,0.0,0.0,1.0,2.661,0.284,-0.999,0.0,0.0,"{'tension_score': 0.171, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.068, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.0, 'emotional_influence': 0.15}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.5, 'surprise': 0.5, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",fear,0.5,low
20260120_165645,1768899406.5571628,0.3,0.996,0.228,0.281,0.077,0.437,0.659,0.493,0.0,0.0,0.771,0.0,0.0,0.0,1.0,2.661,0.279,-0.999,0.0,0.0,"{'tension_score': 0.173, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.077, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.0, 'emotional_influence': 0.15}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.5, 'surprise': 0.5, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",fear,0.5,low
20260120_165645,1768899406.587646,0.3,0.994,0.223,0.278,0.068,0.428,0.639,0.492,0.0,0.0,0.795,0.0,0.0,0.0,1.0,2.675,0.277,-0.999,0.0,0.0,"{'tension_score': 0.171, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.068, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.0, 'emotional_influence': 0.15}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.5, 'surprise': 0.5, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",fear,0.5,low
20260120_165645,1768899406.610852,0.3,0.994,0.217,0.27,0.063,0.427,0.619,0.493,0.0,0.0,0.826,0.0,0.0,0.0,1.0,2.66,0.28,-0.999,0.0,0.0,"{'tension_score': 0.169, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.063, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.0, 'emotional_influence': 0.15}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.5, 'surprise': 0.5, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",fear,0.5,low
20260120_165645,1768899406.6311529,0.3,0.998,0.214,0.265,0.039,0.418,0.653,0.493,0.0,0.0,0.81,0.0,0.0,0.0,1.0,2.693,0.277,-0.999,0.0,0.0,"{'tension_score': 0.162, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.039, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.0, 'emotional_influence': 0.15}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.5, 'surprise': 0.5, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",fear,0.5,low
20260120_165645,1768899406.6657135,0.3,0.997,0.212,0.26,0.044,0.417,0.649,0.493,0.0,0.0,0.834,0.0,0.0,0.0,1.0,2.668,0.278,-0.999,0.0,0.0,"{'tension_score': 0.163, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.044, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.0, 'emotional_influence': 0.15}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.5, 'surprise': 0.5, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",fear,0.5,low
20260120_165645,1768899406.7016697,0.3,0.992,0.214,0.262,0.052,0.432,0.639,0.493,0.0,0.0,0.823,0.0,0.0,0.0,1.0,2.688,0.28,-0.999,0.0,0.0,"{'tension_score': 0.166, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.052, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.0, 'emotional_influence': 0.15}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.5, 'surprise': 0.5, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",fear,0.5,low
20260120_165645,1768899406.7364068,0.3,0.992,0.222,0.273,0.059,0.443,0.652,0.494,0.0,0.0,0.775,0.0,0.0,0.0,1.0,2.64,0.278,-0.999,0.0,0.0,"{'tension_score': 0.168, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.059, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.0, 'emotional_influence': 0.15}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.5, 'surprise': 0.5, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",fear,0.5,low
20260120_165645,1768899406.7790859,0.3,0.989,0.218,0.269,0.078,0.453,0.645,0.494,0.0,0.0,0.747,0.0,0.0,0.0,1.0,2.629,0.281,-0.999,0.0,0.0,"{'tension_score': 0.173, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.078, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.0, 'emotional_influence': 0.15}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.5, 'surprise': 0.5, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",fear,0.5,low
