session_id,timestamp,focus_score,symmetry_score,au1_inner_brow_raise,au2_outer_brow_raise,au4_frown,au6_cheek_raise,au7_eye_squeeze,au9_nose_wrinkle,au10_upper_lip_raise,au12_smile,au14_dimpler,au15_mouth_down,au20_lip_stretcher,au23_lip_compression,au25_mouth_open,au26_jaw_drop,head_yaw,head_pitch,blink_rate_per_min,eye_closed_sec,psychological_signals,micro_expressions,emotion_vector,dominant_emotion,confidence,tension_level
20260120_170552,1768899953.5690944,0.3,0.994,0.189,0.215,0.0,0.532,0.654,0.5,0.0,0.0,0.692,0.006,0.0,0.0,1.0,0.0,0.306,-1.0,0.0,0.0,"{'tension_score': 0.0, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0, 'emotional_influence': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'neutral': 1.0}",neutral,1.0,low
20260120_170552,1768899953.6464849,0.3,0.993,0.205,0.235,0.0,0.484,0.632,0.499,0.0,0.0,0.716,0.0,0.0,0.889,1.0,0.0,0.306,-0.999,0.0,0.0,"{'tension_score': 0.522, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.889, 'eye_closure': 0.0, 'expression_instability': 0.0, 'emotional_influence': 0.3}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_170552,1768899953.666375,0.3,0.993,0.214,0.25,0.007,0.488,0.629,0.498,0.0,0.0,0.663,0.0,0.0,0.757,1.0,0.0,0.304,-0.999,0.0,0.0,"{'tension_score': 0.492, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.007, 'lip_compression': 0.757, 'eye_closure': 0.0, 'expression_instability': 0.0, 'emotional_influence': 0.3}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_170552,1768899953.6941836,0.3,0.993,0.22,0.26,0.024,0.459,0.654,0.496,0.0,0.0,0.653,0.0,0.0,0.885,1.0,0.0,0.298,-0.999,0.0,0.0,"{'tension_score': 0.528, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.024, 'lip_compression': 0.885, 'eye_closure': 0.0, 'expression_instability': 0.0, 'emotional_influence': 0.3}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_170552,1768899953.711204,0.3,0.992,0.225,0.273,0.041,0.454,0.658,0.495,0.0,0.0,0.581,0.0,0.0,0.515,1.0,0.0,0.301,-0.998,0.0,0.0,"{'tension_score': 0.441, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.041, 'lip_compression': 0.515, 'eye_closure': 0.0, 'expression_instability': 0.0, 'emotional_influence': 0.3}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_170552,1768899953.7363172,0.3,0.991,0.225,0.271,0.037,0.453,0.653,0.495,0.0,0.0,0.574,0.0,0.0,0.582,1.0,0.0,0.302,-0.998,0.0,0.0,"{'tension_score': 0.456, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.037, 'lip_compression': 0.582, 'eye_closure': 0.0, 'expression_instability': 0.0, 'emotional_influence': 0.3}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_170552,1768899953.7854,0.3,0.99,0.233,0.279,0.048,0.443,0.63,0.495,0.0,0.0,0.647,0.0,0.0,0.844,1.0,0.0,0.302,-0.998,0.0,0.0,"{'tension_score': 0.525, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.048, 'lip_compression': 0.844, 'eye_closure': 0.0, 'expression_instability': 0.0, 'emotional_influence': 0.3}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_170552,1768899953.822767,0.3,0.992,0.23,0.275,0.043,0.444,0.641,0.495,0.0,0.0,0.652,0.0,0.0,0.778,1.0,0.0,0.298,-0.998,0.0,0.0,"{'tension_score': 0.507, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.043, 'lip_compression': 0.778, 'eye_closure': 0.0, 'expression_instability': 0.0, 'emotional_influence': 0.3}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_170552,1768899953.8551395,0.3,0.993,0.231,0.276,0.053,0.446,0.633,0.495,0.0,0.0,0.631,0.0,0.0,0.787,1.0,0.0,0.302,-0.997,0.0,0.0,"{'tension_score': 0.513, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.053, 'lip_compression': 0.787, 'eye_closure': 0.0, 'expression_instability': 0.0, 'emotional_influence': 0.3}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_170552,1768899953.886358,0.3,0.993,0.226,0.271,0.054,0.445,0.632,0.495,0.0,0.0,0.622,0.0,0.0,0.776,1.0,0.0,0.303,-0.998,0.0,0.0,"{'tension_score': 0.51, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.054, 'lip_compression': 0.776, 'eye_closure': 0.0, 'expression_instability': 0.0, 'emotional_influence': 0.3}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_170552,1768899953.9061942,0.3,0.993,0.223,0.27,0.054,0.447,0.64,0.495,0.0,0.004,0.587,0.0,0.004,0.795,1.0,0.0,0.304,-0.998,0.0,0.0,"{'tension_score': 0.515, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.054, 'lip_compression': 0.795, 'eye_closure': 0.0, 'expression_instability': 0.001, 'emotional_influence': 0.3}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_170552,1768899953.9402618,0.3,0.992,0.222,0.269,0.054,0.445,0.635,0.495,0.0,0.0,0.578,0.0,0.0,0.618,1.0,0.0,0.308,-0.998,0.0,0.0,"{'tension_score': 0.471, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.054, 'lip_compression': 0.618, 'eye_closure': 0.0, 'expression_instability': 0.001, 'emotional_influence': 0.3}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_170552,1768899953.9614644,0.3,0.992,0.22,0.268,0.05,0.444,0.616,0.495,0.0,0.0,0.573,0.0,0.0,0.692,1.0,0.0,0.31,-0.998,0.0,0.0,"{'tension_score': 0.488, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.05, 'lip_compression': 0.692, 'eye_closure': 0.0, 'expression_instability': 0.001, 'emotional_influence': 0.3}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_170552,1768899954.001713,0.3,0.994,0.218,0.265,0.048,0.443,0.611,0.495,0.0,0.005,0.592,0.0,0.005,0.433,1.0,0.0,0.309,-0.998,0.0,0.0,"{'tension_score': 0.423, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.048, 'lip_compression': 0.433, 'eye_closure': 0.0, 'expression_instability': 0.001, 'emotional_influence': 0.3}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_170552,1768899954.031913,0.3,0.994,0.22,0.267,0.043,0.441,0.604,0.495,0.0,0.0,0.559,0.0,0.0,0.0,1.0,0.0,0.307,-0.998,0.0,0.0,"{'tension_score': 0.013, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.043, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.001, 'emotional_influence': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'neutral': 1.0}",neutral,1.0,low
20260120_170552,1768899954.0613196,0.3,0.992,0.218,0.261,0.041,0.441,0.607,0.496,0.0,0.0,0.561,0.008,0.0,0.0,1.0,0.0,0.307,-0.998,0.0,0.0,"{'tension_score': 0.012, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.041, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.001, 'emotional_influence': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'neutral': 1.0}",neutral,1.0,low
20260120_170552,1768899954.0974982,0.3,0.991,0.221,0.261,0.041,0.441,0.605,0.496,0.0,0.0,0.536,0.008,0.0,0.425,1.0,0.0,0.31,-0.998,0.0,0.0,"{'tension_score': 0.419, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.041, 'lip_compression': 0.425, 'eye_closure': 0.0, 'expression_instability': 0.001, 'emotional_influence': 0.3}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_170552,1768899954.1284587,0.3,0.993,0.224,0.266,0.04,0.442,0.601,0.496,0.0,0.0,0.497,0.0,0.0,0.088,1.0,0.0,0.307,-0.998,0.0,0.0,"{'tension_score': 0.034, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.04, 'lip_compression': 0.088, 'eye_closure': 0.0, 'expression_instability': 0.001, 'emotional_influence': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'neutral': 1.0}",neutral,1.0,low
20260120_170552,1768899954.1741295,0.3,0.991,0.219,0.261,0.032,0.442,0.592,0.497,0.0,0.0,0.579,0.005,0.0,0.0,1.0,0.0,0.306,-0.998,0.0,0.0,"{'tension_score': 0.01, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.032, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.001, 'emotional_influence': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'neutral': 1.0}",neutral,1.0,low
