session_id,timestamp,focus_score,symmetry_score,au4_frown,au12_smile,au6_cheek_raise,au7_eye_squeeze,au9_nose_wrinkle,au15_mouth_down,au23_lip_compression,au25_mouth_open,blink_rate_per_min,eye_closed_sec,psychological_signals,micro_expressions,emotion_vector,dominant_emotion,confidence,tension_level
20260120_162928,1768897769.1350143,0.3,0.993,0.076,0.0,0.427,0.541,0.497,0.0,0.982,1.0,0.0,0.0,"{'tension_score': 0.418, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.076, 'lip_compression': 0.982, 'eye_closure': 0.0, 'expression_instability': 0, 'emotional_influence': 0.15}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.5, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.5, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",surprise,0.5,medium
20260120_162928,1768897769.1890938,0.3,0.995,0.0,0.0,0.427,0.497,0.496,0.0,0.989,1.0,0.0,0.0,"{'tension_score': 0.397, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.989, 'eye_closure': 0.0, 'expression_instability': 0.0, 'emotional_influence': 0.15}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.5, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.5, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",surprise,0.5,medium
20260120_162928,1768897769.2062254,0.3,0.995,0.009,0.0,0.4,0.511,0.495,0.0,0.986,1.0,0.0,0.0,"{'tension_score': 0.399, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.009, 'lip_compression': 0.986, 'eye_closure': 0.0, 'expression_instability': 0.0, 'emotional_influence': 0.15}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.5, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.5, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",surprise,0.5,medium
20260120_162928,1768897769.223483,0.3,0.992,0.002,0.0,0.405,0.482,0.497,0.0,0.992,1.0,0.0,0.0,"{'tension_score': 0.398, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.002, 'lip_compression': 0.992, 'eye_closure': 0.0, 'expression_instability': 0.0, 'emotional_influence': 0.15}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.5, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.5, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",surprise,0.5,medium
20260120_162928,1768897769.241575,0.3,0.992,0.0,0.0,0.396,0.496,0.496,0.0,0.986,1.0,0.0,0.0,"{'tension_score': 0.396, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.986, 'eye_closure': 0.0, 'expression_instability': 0.0, 'emotional_influence': 0.15}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.5, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.5, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",surprise,0.5,medium
20260120_162928,1768897769.276256,0.3,0.992,0.031,0.0,0.396,0.474,0.496,0.0,0.995,1.0,0.0,0.0,"{'tension_score': 0.408, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.031, 'lip_compression': 0.995, 'eye_closure': 0.0, 'expression_instability': 0.0, 'emotional_influence': 0.15}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.5, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.5, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",surprise,0.5,medium
20260120_162928,1768897769.31091,0.3,0.993,0.011,0.0,0.402,0.51,0.495,0.0,0.961,1.0,0.0,0.0,"{'tension_score': 0.393, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.011, 'lip_compression': 0.961, 'eye_closure': 0.0, 'expression_instability': 0.0, 'emotional_influence': 0.149}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.502, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.498, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",surprise,0.502,medium
20260120_162928,1768897769.339773,0.3,0.992,0.0,0.0,0.4,0.495,0.496,0.0,0.97,1.0,0.0,0.0,"{'tension_score': 0.393, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.97, 'eye_closure': 0.0, 'expression_instability': 0.0, 'emotional_influence': 0.15}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.5, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.5, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",surprise,0.5,medium
20260120_162928,1768897769.3608408,0.3,0.993,0.014,0.0,0.398,0.501,0.496,0.0,0.97,1.0,0.0,0.0,"{'tension_score': 0.397, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.014, 'lip_compression': 0.97, 'eye_closure': 0.0, 'expression_instability': 0.0, 'emotional_influence': 0.15}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.5, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.5, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",surprise,0.5,medium
20260120_162928,1768897769.3847513,0.3,0.995,0.025,0.0,0.404,0.5,0.496,0.0,0.974,1.0,0.0,0.0,"{'tension_score': 0.401, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.025, 'lip_compression': 0.974, 'eye_closure': 0.0, 'expression_instability': 0.0, 'emotional_influence': 0.15}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.5, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.5, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",surprise,0.5,medium
