session_id,timestamp,focus_score,symmetry_score,au1_inner_brow_raise,au2_outer_brow_raise,au4_frown,au6_cheek_raise,au7_eye_squeeze,au9_nose_wrinkle,au10_upper_lip_raise,au12_smile,au14_dimpler,au15_mouth_down,au20_lip_stretcher,au23_lip_compression,au25_mouth_open,au26_jaw_drop,head_yaw,head_pitch,blink_rate_per_min,eye_closed_sec,psychological_signals,micro_expressions,emotion_vector,dominant_emotion,confidence,tension_level
20260120_164325,1768898606.722439,0.3,0.996,0.191,0.211,0.0,0.511,0.603,0.5,1.0,0.0,0.643,0.02,0.0,0.325,1.0,1.0,0.292,-1.0,0.0,0.0,"{'tension_score': 0.163, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.325, 'eye_closure': 0.0, 'expression_instability': 0, 'emotional_influence': 0.081}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.271, 'surprise': 0.271, 'disgust': 0.435, 'contempt': 0.0, 'anxiety': 0.022, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",disgust,0.435,low
20260120_164325,1768898606.7711477,0.3,0.991,0.209,0.237,0.0,0.478,0.596,0.499,1.0,0.0,0.655,0.0,0.0,0.0,1.0,1.0,0.292,-1.0,0.0,0.0,"{'tension_score': 0.084, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.0, 'emotional_influence': 0.084}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.281, 'surprise': 0.281, 'disgust': 0.438, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",disgust,0.438,low
20260120_164325,1768898606.7901638,0.3,0.989,0.205,0.233,0.0,0.482,0.588,0.499,1.0,0.0,0.75,0.0,0.0,0.0,1.0,1.0,0.286,-1.0,0.0,0.0,"{'tension_score': 0.084, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.0, 'emotional_influence': 0.084}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.281, 'surprise': 0.281, 'disgust': 0.439, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",disgust,0.439,low
20260120_164325,1768898606.8188393,0.3,0.99,0.209,0.237,0.0,0.475,0.599,0.499,1.0,0.0,0.789,0.0,0.0,0.342,1.0,1.0,0.289,-1.0,0.0,0.0,"{'tension_score': 0.167, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.342, 'eye_closure': 0.0, 'expression_instability': 0.0, 'emotional_influence': 0.081}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.271, 'surprise': 0.271, 'disgust': 0.422, 'contempt': 0.0, 'anxiety': 0.036, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",disgust,0.422,low
20260120_164325,1768898606.8396494,0.3,0.991,0.204,0.229,0.0,0.488,0.586,0.499,1.0,0.0,0.735,0.0,0.0,0.895,1.0,1.0,0.292,-1.0,0.0,0.0,"{'tension_score': 0.327, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.895, 'eye_closure': 0.0, 'expression_instability': 0.0, 'emotional_influence': 0.103}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.184, 'surprise': 0.184, 'disgust': 0.289, 'contempt': 0.0, 'anxiety': 0.344, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,0.344,medium
20260120_164325,1768898606.870192,0.3,0.989,0.208,0.239,0.0,0.485,0.582,0.499,1.0,0.0,0.787,0.0,0.0,0.908,1.0,1.0,0.292,-1.0,0.0,0.0,"{'tension_score': 0.331, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.908, 'eye_closure': 0.0, 'expression_instability': 0.0, 'emotional_influence': 0.104}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.184, 'surprise': 0.184, 'disgust': 0.285, 'contempt': 0.0, 'anxiety': 0.347, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,0.347,medium
20260120_164325,1768898606.8966022,0.3,0.99,0.205,0.237,0.0,0.489,0.587,0.499,1.0,0.0,0.716,0.0,0.0,0.181,1.0,1.0,0.295,-1.0,0.0,0.0,"{'tension_score': 0.13, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.181, 'eye_closure': 0.0, 'expression_instability': 0.0, 'emotional_influence': 0.084}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.281, 'surprise': 0.281, 'disgust': 0.438, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",disgust,0.438,low
20260120_164325,1768898606.9279394,0.3,0.995,0.206,0.23,0.0,0.49,0.588,0.498,1.0,0.0,0.629,0.0,0.0,0.685,1.0,1.0,0.294,-1.0,0.0,0.0,"{'tension_score': 0.247, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.685, 'eye_closure': 0.0, 'expression_instability': 0.0, 'emotional_influence': 0.076}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.209, 'surprise': 0.209, 'disgust': 0.328, 'contempt': 0.0, 'anxiety': 0.253, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",disgust,0.328,low
20260120_164325,1768898606.9484386,0.3,0.996,0.204,0.225,0.0,0.491,0.587,0.498,1.0,0.0,0.61,0.0,0.0,0.764,1.0,1.0,0.295,-1.0,0.0,0.0,"{'tension_score': 0.278, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.764, 'eye_closure': 0.0, 'expression_instability': 0.0, 'emotional_influence': 0.087}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.199, 'surprise': 0.199, 'disgust': 0.312, 'contempt': 0.0, 'anxiety': 0.29, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",disgust,0.312,low
20260120_164325,1768898606.9715478,0.3,0.995,0.208,0.229,0.0,0.496,0.567,0.497,1.0,0.0,0.546,0.0,0.0,0.756,1.0,1.0,0.29,-1.0,0.0,0.0,"{'tension_score': 0.275, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.756, 'eye_closure': 0.0, 'expression_instability': 0.0, 'emotional_influence': 0.086}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.2, 'surprise': 0.2, 'disgust': 0.313, 'contempt': 0.0, 'anxiety': 0.286, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",disgust,0.313,low
20260120_164325,1768898606.994719,0.3,0.995,0.202,0.224,0.0,0.502,0.573,0.497,1.0,0.0,0.433,0.0,0.0,0.0,1.0,1.0,0.291,-1.0,0.0,0.0,"{'tension_score': 0.084, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.0, 'emotional_influence': 0.084}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.28, 'surprise': 0.28, 'disgust': 0.441, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",disgust,0.441,low
20260120_164325,1768898607.0207615,0.3,0.994,0.202,0.227,0.0,0.504,0.572,0.497,1.0,0.0,0.487,0.0,0.0,0.0,1.0,1.0,0.29,-1.0,0.0,0.0,"{'tension_score': 0.084, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.0, 'emotional_influence': 0.084}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.28, 'surprise': 0.28, 'disgust': 0.44, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",disgust,0.44,low
20260120_164325,1768898607.0531008,0.3,0.996,0.207,0.238,0.0,0.487,0.612,0.496,1.0,0.0,0.459,0.0,0.0,0.0,1.0,1.0,0.282,-1.0,0.0,0.0,"{'tension_score': 0.084, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.0, 'emotional_influence': 0.084}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.281, 'surprise': 0.281, 'disgust': 0.437, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",disgust,0.437,low
20260120_164325,1768898607.1011856,0.3,0.997,0.205,0.238,0.0,0.49,0.608,0.496,1.0,0.0,0.4,0.0,0.0,0.0,1.0,1.0,0.283,-1.0,0.0,0.0,"{'tension_score': 0.084, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.0, 'emotional_influence': 0.084}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.281, 'surprise': 0.281, 'disgust': 0.437, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",disgust,0.437,low
