session_id,timestamp,focus_score,symmetry_score,au1_inner_brow_raise,au2_outer_brow_raise,au4_frown,au6_cheek_raise,au7_eye_squeeze,au9_nose_wrinkle,au10_upper_lip_raise,au12_smile,au14_dimpler,au15_mouth_down,au20_lip_stretcher,au23_lip_compression,au25_mouth_open,au26_jaw_drop,head_yaw,head_pitch,blink_rate_per_min,eye_closed_sec,psychological_signals,micro_expressions,emotion_vector,dominant_emotion,confidence,tension_level
20260120_165921,1768899562.092745,0.3,0.994,0.224,0.253,0.0,0.431,0.603,0.492,0.0,0.0,0.759,0.0,0.0,0.975,1.0,2.314,0.259,-1.0,0.0,0.0,"{'tension_score': 0.349, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.975, 'eye_closure': 0.0, 'expression_instability': 0, 'emotional_influence': 0.105}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.325, 'surprise': 0.325, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.35, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,0.35,medium
20260120_165921,1768899562.1642478,0.3,0.994,0.211,0.238,0.0,0.439,0.611,0.493,0.0,0.0,0.802,0.0,0.0,0.97,1.0,2.354,0.263,-1.0,0.0,0.0,"{'tension_score': 0.347, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.97, 'eye_closure': 0.0, 'expression_instability': 0.0, 'emotional_influence': 0.105}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.326, 'surprise': 0.326, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.349, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,0.349,medium
20260120_165921,1768899562.1849318,0.3,0.993,0.214,0.241,0.0,0.434,0.605,0.492,0.0,0.0,0.793,0.0,0.0,0.983,1.0,2.368,0.265,-1.0,0.0,0.0,"{'tension_score': 0.35, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.983, 'eye_closure': 0.0, 'expression_instability': 0.0, 'emotional_influence': 0.104}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.327, 'surprise': 0.327, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.347, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,0.347,medium
20260120_165921,1768899562.2013364,0.3,0.993,0.215,0.243,0.0,0.431,0.597,0.492,0.0,0.0,0.8,0.0,0.0,0.964,1.0,2.384,0.262,-1.0,0.0,0.0,"{'tension_score': 0.344, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.964, 'eye_closure': 0.0, 'expression_instability': 0.0, 'emotional_influence': 0.104}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.327, 'surprise': 0.327, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.345, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,0.345,medium
20260120_165921,1768899562.244072,0.3,0.994,0.213,0.237,0.0,0.433,0.591,0.492,0.0,0.0,0.799,0.0,0.0,0.969,1.0,2.388,0.263,-1.0,0.0,0.0,"{'tension_score': 0.346, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.969, 'eye_closure': 0.0, 'expression_instability': 0.0, 'emotional_influence': 0.104}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.327, 'surprise': 0.327, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.346, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,0.346,medium
20260120_165921,1768899562.2678046,0.3,0.994,0.213,0.241,0.0,0.434,0.592,0.493,0.0,0.0,0.798,0.0,0.0,0.96,1.0,2.375,0.262,-1.0,0.0,0.0,"{'tension_score': 0.344, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.96, 'eye_closure': 0.0, 'expression_instability': 0.0, 'emotional_influence': 0.104}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.327, 'surprise': 0.327, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.346, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,0.346,medium
20260120_165921,1768899562.3194444,0.3,0.994,0.217,0.242,0.0,0.429,0.589,0.492,0.0,0.0,0.785,0.0,0.0,0.972,1.0,2.369,0.263,-1.0,0.0,0.0,"{'tension_score': 0.347, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.972, 'eye_closure': 0.0, 'expression_instability': 0.0, 'emotional_influence': 0.104}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.327, 'surprise': 0.327, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.347, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,0.347,medium
20260120_165921,1768899562.3471735,0.3,0.994,0.217,0.245,0.001,0.425,0.591,0.492,0.0,0.0,0.795,0.0,0.0,0.973,1.0,2.382,0.261,-1.0,0.0,0.0,"{'tension_score': 0.347, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.001, 'lip_compression': 0.973, 'eye_closure': 0.0, 'expression_instability': 0.0, 'emotional_influence': 0.104}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.327, 'surprise': 0.327, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.345, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,0.345,medium
20260120_165921,1768899562.3797424,0.3,0.992,0.221,0.251,0.007,0.419,0.612,0.492,0.0,0.0,0.781,0.0,0.0,0.97,1.0,2.377,0.262,-1.0,0.0,0.0,"{'tension_score': 0.348, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.007, 'lip_compression': 0.97, 'eye_closure': 0.0, 'expression_instability': 0.0, 'emotional_influence': 0.104}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.328, 'surprise': 0.328, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.345, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,0.345,medium
20260120_165921,1768899562.406603,0.3,0.992,0.22,0.254,0.016,0.416,0.604,0.492,0.0,0.0,0.798,0.0,0.0,0.964,1.0,2.376,0.262,-1.0,0.0,0.0,"{'tension_score': 0.349, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.016, 'lip_compression': 0.964, 'eye_closure': 0.0, 'expression_instability': 0.0, 'emotional_influence': 0.104}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.328, 'surprise': 0.328, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.345, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,0.345,medium
